MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,MoSold,YrSold,SaleType,SaleCondition,SalePrice,RoomsAndArea
60,RL,80.0,9760,Pave,Reg,Lvl,Inside,Mod,NAmes,Norm,1Fam,2Story,6,6,59,1964,Gable,HdBoard,HdBoard,BrkFace,360.0,TA,TA,CBlock,TA,Gd,GLQ,674,0,780,TA,Y,SBrkr,798,813,1,1,1,4,TA,0,Attchd,59.0,RFn,442,Y,328,128,0,189,6,2008,WD,Normal,167900,11277
160,RM,42.0,3964,Pave,Reg,Lvl,Inside,Gtl,MeadowV,Norm,TwnhsE,2Story,6,4,50,1973,Gable,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,No,ALQ,837,105,942,Gd,Y,SBrkr,1291,1230,1,2,1,5,TA,1,Attchd,50.0,Fin,576,Y,728,20,0,0,6,2006,WD,Normal,151400,25210
45,RL,60.0,9600,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1.5Unf,5,7,74,2003,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,No,ALQ,220,625,845,TA,Y,SBrkr,893,0,0,1,0,2,Gd,0,Detchd,38.0,Unf,576,Y,0,0,0,0,5,2007,WD,Normal,135000,3572
20,RL,72.0,10152,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,5,67,1956,Hip,MetalSd,MetalSd,BrkFace,120.0,TA,TA,CBlock,TA,No,BLQ,586,462,1048,TA,Y,SBrkr,1048,0,1,1,0,3,TA,0,Attchd,67.0,Unf,286,Y,0,20,0,192,6,2007,WD,Normal,135000,6288
60,RL,78.0,11700,Pave,Reg,Lvl,Inside,Gtl,NWAmes,RRAn,1Fam,2Story,6,6,55,1968,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,No,Rec,298,429,727,Ex,Y,SBrkr,829,727,0,1,1,4,TA,0,Attchd,55.0,Unf,441,Y,0,0,0,0,5,2009,WD,Normal,154000,12448
50,RL,50.0,7585,Pave,Reg,Lvl,Inside,Gtl,Edwards,Artery,1Fam,1.5Fin,5,3,75,1950,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Fa,Mn,Unf,0,810,810,Fa,Y,FuseA,1002,454,1,1,0,4,TA,1,Detchd,69.0,Unf,280,P,0,0,0,0,8,2006,WD,Normal,91500,10192
60,RL,75.0,7950,Pave,IR1,Bnk,Corner,Gtl,Edwards,Norm,1Fam,2Story,6,6,46,1977,Hip,HdBoard,Plywood,BrkFace,140.0,TA,TA,CBlock,TA,No,BLQ,535,155,690,TA,Y,SBrkr,698,728,0,1,1,3,TA,0,Attchd,46.0,Fin,440,Y,252,0,0,0,7,2009,WD,Normal,159500,8556
20,RL,74.0,8556,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,17,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Av,Unf,0,1240,1240,Ex,Y,SBrkr,1240,0,0,2,0,2,Gd,0,Attchd,17.0,RFn,826,Y,140,93,0,0,5,2007,WD,Normal,194000,6200
70,RL,75.0,13125,Pave,Reg,Lvl,Inside,Gtl,Crawfor,Norm,1Fam,2Story,7,6,83,1984,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,No,BLQ,410,390,800,TA,Y,SBrkr,960,780,0,1,1,3,TA,2,Attchd,83.0,Unf,240,Y,0,0,0,0,7,2007,CWD,Normal,219500,10440
50,RL,60.0,10800,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,5,8,87,1989,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Fa,No,ALQ,626,170,796,Gd,Y,SBrkr,1096,370,0,2,0,3,Gd,1,Attchd,73.0,Unf,566,Y,436,21,0,0,4,2006,WD,Normal,170000,10262
20,RL,69.0,15870,Pave,IR1,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,5,5,54,1969,Gable,VinylSd,Plywood,None,0.0,TA,TA,CBlock,TA,Mn,BLQ,75,230,1096,Ex,Y,SBrkr,1096,0,1,1,0,3,TA,0,Attchd,54.0,Fin,299,Y,240,32,0,0,3,2006,WD,Abnorml,138800,6576
120,RM,37.0,4435,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,TwnhsE,1Story,6,5,19,2004,Gable,VinylSd,VinylSd,BrkFace,169.0,Gd,TA,PConc,Gd,Mn,GLQ,662,186,848,Ex,Y,SBrkr,848,0,1,1,0,1,Gd,1,Attchd,19.0,RFn,420,Y,140,0,0,0,5,2006,WD,Normal,155900,2544
20,RL,65.0,8775,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,5,5,29,1994,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,No,GLQ,495,495,990,Gd,Y,SBrkr,990,0,0,1,0,3,TA,0,Attchd,27.0,Unf,299,Y,0,64,0,0,4,2007,WD,Normal,126000,4950
20,RL,80.0,11040,Pave,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,6,7,52,2004,Gable,VinylSd,VinylSd,BrkFace,144.0,Gd,Gd,CBlock,TA,No,ALQ,656,602,1258,Ex,Y,SBrkr,1258,0,0,2,0,3,Gd,0,Attchd,52.0,RFn,528,Y,55,0,0,0,10,2008,COD,Abnorml,145000,6290
20,RL,75.0,7500,Pave,Reg,Lvl,Corner,Gtl,Sawyer,Feedr,1Fam,1Story,5,5,60,1963,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,No,ALQ,824,216,1040,Fa,Y,SBrkr,1040,0,1,1,1,3,TA,0,Attchd,60.0,Fin,308,Y,0,0,220,0,6,2010,WD,Normal,133000,5200
20,RL,70.0,8749,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,21,2002,Gable,VinylSd,VinylSd,BrkFace,100.0,Gd,TA,PConc,Gd,No,Unf,0,1459,1459,Ex,Y,SBrkr,1459,0,0,2,0,3,Gd,1,Attchd,21.0,RFn,527,Y,192,39,0,0,9,2007,WD,Normal,192000,8754
20,RL,80.0,8800,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,6,59,1964,Hip,HdBoard,HdBoard,BrkFace,425.0,TA,TA,CBlock,TA,No,BLQ,553,698,1251,TA,Y,SBrkr,1251,0,1,1,0,3,TA,2,Attchd,59.0,RFn,461,Y,0,116,0,0,3,2006,WD,Normal,160000,7506
60,RL,69.0,13031,Pave,IR2,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,2Story,6,5,28,1996,Gable,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,No,ALQ,592,99,691,Gd,Y,SBrkr,691,807,0,2,1,3,TA,1,Attchd,28.0,Fin,409,Y,315,44,0,0,7,2006,WD,Normal,187500,8988
85,RL,73.0,9069,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,SFoyer,6,6,31,1992,Gable,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,Av,GLQ,747,189,936,Ex,Y,SBrkr,996,0,1,1,0,2,Gd,0,Attchd,31.0,Unf,564,Y,120,0,0,0,4,2010,WD,Normal,147000,4980
160,RM,69.0,1974,Pave,Reg,Lvl,Inside,Gtl,MeadowV,Norm,TwnhsE,2Story,4,5,50,1973,Gable,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,No,BLQ,334,212,546,TA,Y,SBrkr,546,546,0,1,1,3,TA,0,Attchd,50.0,RFn,286,Y,120,96,0,0,5,2010,WD,Normal,83500,6552
60,FV,85.0,10574,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,2Story,8,5,18,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Mn,Unf,0,1082,1082,Ex,Y,SBrkr,1082,871,0,2,1,3,Gd,1,Attchd,18.0,RFn,1043,Y,160,50,0,0,5,2009,WD,Normal,252000,17577
160,RM,24.0,2522,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Twnhs,2Story,7,5,19,2004,Gable,VinylSd,VinylSd,Stone,50.0,Gd,TA,PConc,Gd,No,Unf,0,970,970,Ex,Y,SBrkr,970,739,0,2,0,3,Gd,0,Detchd,19.0,Unf,380,Y,0,40,0,0,4,2006,WD,Normal,137500,11963
120,FV,37.0,3316,Pave,IR1,Lvl,Inside,Gtl,Somerst,Norm,TwnhsE,1Story,8,5,18,2005,Gable,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,No,GLQ,1039,208,1247,Ex,Y,SBrkr,1247,0,1,1,1,1,Gd,1,Attchd,18.0,Fin,550,Y,0,84,0,0,4,2006,WD,Normal,197000,4988
90,RL,60.0,8544,Pave,Reg,Lvl,Corner,Gtl,NAmes,Norm,Duplex,1Story,3,4,73,1950,Gable,BrkFace,BrkFace,None,0.0,TA,TA,Slab,,,,0,0,0,Fa,N,FuseA,1040,0,0,2,0,2,TA,0,Detchd,36.0,Unf,400,Y,0,0,0,0,6,2009,WD,Normal,92900,6240
160,FV,24.0,2160,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Twnhs,2Story,7,5,24,2000,Gable,MetalSd,MetalSd,BrkFace,212.0,Gd,TA,PConc,Gd,No,BLQ,510,90,600,Ex,Y,SBrkr,624,628,1,2,1,2,Gd,0,Detchd,24.0,Unf,462,Y,0,48,0,0,3,2008,WD,Normal,160000,5008
50,RL,60.0,8400,Pave,Reg,Bnk,Inside,Gtl,SWISU,Norm,1Fam,1.5Fin,6,5,98,1950,Gable,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,No,Rec,423,758,1181,Fa,Y,SBrkr,1390,304,0,2,0,4,TA,1,Detchd,98.0,Unf,576,Y,342,0,128,0,6,2008,WD,Normal,136500,11858
20,RL,71.0,9230,Pave,Reg,Lvl,Corner,Gtl,NAmes,Feedr,1Fam,1Story,5,8,58,1998,Hip,MetalSd,MetalSd,BrkFace,166.0,TA,TA,CBlock,TA,Mn,GLQ,661,203,864,Gd,Y,SBrkr,1200,0,1,1,1,1,Gd,0,Detchd,46.0,Unf,884,Y,0,64,0,0,10,2006,WD,Normal,146000,7200
20,RL,74.0,5868,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,67,2000,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,No,BLQ,248,448,936,Ex,Y,SBrkr,936,0,1,1,0,2,TA,0,Attchd,67.0,Fin,308,Y,0,0,80,160,5,2010,WD,Normal,129000,3744
20,RL,78.0,9317,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,6,5,17,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,No,GLQ,24,1290,1314,Gd,Y,SBrkr,1314,0,0,2,0,3,Gd,1,Attchd,17.0,RFn,440,Y,0,22,0,0,3,2007,WD,Normal,176432,7884
70,RM,60.0,6882,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,2Story,6,7,109,2006,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,No,Unf,0,684,684,TA,Y,SBrkr,773,582,0,1,1,3,Gd,0,No Garage,0.0,No Garage,0,Y,136,0,115,0,3,2007,WD,Normal,127000,9485
120,RL,69.0,3696,Pave,Reg,Lvl,Inside,Gtl,StoneBr,Norm,TwnhsE,1Story,8,5,37,1986,Gable,HdBoard,HdBoard,None,0.0,Gd,TA,CBlock,Gd,No,Unf,0,1074,1074,Ex,Y,SBrkr,1088,0,0,1,1,2,Gd,0,Attchd,36.0,RFn,461,Y,0,74,137,0,10,2007,WD,Normal,170000,5440
50,RM,50.0,6000,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,4,6,87,1950,Gable,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,No,BLQ,672,0,672,TA,Y,SBrkr,757,567,0,1,0,3,TA,0,Detchd,87.0,Unf,240,Y,0,0,0,0,7,2009,WD,Normal,128000,7944
20,RL,82.0,11880,Pave,IR1,Lvl,Inside,Gtl,NWAmes,RRAn,1Fam,1Story,7,5,45,1978,Gable,Plywood,Plywood,BrkFace,206.0,TA,TA,CBlock,Gd,No,ALQ,704,567,1271,TA,Y,SBrkr,1601,0,0,2,0,3,TA,1,Attchd,45.0,RFn,478,Y,0,0,0,0,4,2009,COD,Abnorml,157000,11207
30,RL,60.0,8400,Pave,Reg,Bnk,Inside,Gtl,SWISU,Norm,1Fam,1Story,2,5,103,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,No,Rec,290,0,290,TA,N,FuseF,438,0,0,1,0,1,Fa,0,Detchd,93.0,Unf,246,N,0,0,0,0,1,2009,WD,Normal,60000,1314
20,RL,61.0,9758,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,5,52,1971,Gable,HdBoard,MetalSd,None,0.0,TA,TA,CBlock,TA,No,BLQ,412,251,950,TA,Y,SBrkr,950,0,0,1,0,3,TA,0,Detchd,42.0,Unf,280,Y,0,0,0,0,7,2007,WD,Normal,119500,4750
20,RL,70.0,7000,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,63,2002,Gable,Wd Sdng,Wd Sdng,BrkFace,45.0,TA,TA,CBlock,TA,No,Rec,588,422,1010,Ex,Y,SBrkr,1134,0,0,1,0,2,TA,0,Attchd,63.0,RFn,254,Y,0,16,0,0,4,2007,WD,Family,135000,6804
20,RL,79.0,8910,Pave,Reg,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,6,6,64,1959,Hip,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,Mn,ALQ,655,0,655,Ex,Y,SBrkr,1194,0,0,1,0,3,TA,1,BuiltIn,69.0,Fin,539,Y,0,0,192,0,7,2006,WD,Normal,159500,7164
160,RM,24.0,2016,Pave,Reg,Lvl,Inside,Gtl,BrDale,Norm,TwnhsE,2Story,5,5,53,1970,Gable,HdBoard,HdBoard,BrkFace,304.0,TA,TA,CBlock,TA,No,Unf,0,630,630,TA,Y,SBrkr,630,672,0,2,1,3,TA,0,Detchd,53.0,Unf,440,Y,0,0,0,0,4,2007,WD,Normal,106000,7812
60,RL,98.0,12256,Pave,IR1,Lvl,Corner,Gtl,NoRidge,Norm,1Fam,2Story,8,5,29,1995,Gable,HdBoard,HdBoard,BrkFace,362.0,Gd,TA,PConc,Ex,Av,GLQ,1032,431,1463,Ex,Y,SBrkr,1500,1122,1,2,1,3,Gd,2,Attchd,29.0,RFn,712,Y,186,32,0,0,4,2010,WD,Normal,325000,23598
20,RL,114.0,10357,Pave,IR1,Lvl,Corner,Gtl,SawyerW,Feedr,1Fam,1Story,7,5,33,1991,Hip,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,Mn,GLQ,738,172,910,Gd,Y,SBrkr,1442,0,1,2,0,3,Gd,1,Attchd,33.0,Fin,719,Y,0,244,0,0,5,2007,WD,Normal,179900,8652
60,RL,168.0,23257,Pave,IR3,HLS,CulDSac,Gtl,Gilbert,Norm,1Fam,2Story,7,5,17,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,No,Unf,0,868,868,Ex,Y,SBrkr,887,1134,0,2,1,3,Gd,1,BuiltIn,17.0,RFn,422,Y,0,100,0,0,9,2006,New,Partial,274725,18189
60,RL,69.0,8063,Pave,Reg,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,5,23,2000,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,No,Unf,0,924,924,Ex,Y,SBrkr,948,742,0,2,1,3,TA,1,Attchd,23.0,RFn,463,Y,100,48,0,0,11,2007,WD,Abnorml,181000,11830
20,RL,107.0,11362,Pave,IR1,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,8,5,19,2005,Gable,MetalSd,MetalSd,Stone,42.0,Gd,TA,PConc,Ex,Mn,GLQ,1039,797,1836,Ex,Y,SBrkr,1836,0,1,2,0,3,Gd,1,Attchd,19.0,Fin,862,Y,125,185,0,0,3,2009,WD,Normal,280000,12852
60,RL,69.0,8000,Pave,Reg,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,5,28,1996,Gable,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,No,GLQ,219,554,773,Gd,Y,SBrkr,773,885,1,2,1,3,TA,1,Attchd,28.0,Fin,431,Y,224,84,0,0,6,2008,WD,Normal,188000,13264
60,RL,80.0,10480,Pave,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,2Story,7,6,47,1976,Hip,Plywood,Plywood,BrkFace,660.0,TA,TA,CBlock,TA,No,ALQ,403,400,803,TA,Y,SBrkr,1098,866,0,2,1,4,TA,1,Attchd,47.0,RFn,483,Y,0,69,0,0,9,2008,WD,Normal,205000,15712
20,RL,73.0,7100,Pave,IR1,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,5,7,66,1957,Gable,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,No,GLQ,708,108,816,TA,Y,FuseA,816,0,1,1,0,2,TA,0,Detchd,66.0,Unf,308,Y,0,0,0,0,7,2006,WD,Normal,129900,4080
20,RL,66.0,8923,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,70,2006,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,No,BLQ,643,365,1008,Gd,Y,SBrkr,1008,0,1,1,0,2,Gd,0,Attchd,70.0,Unf,240,Y,0,18,0,0,5,2007,WD,Normal,134500,6048
20,RL,90.0,5400,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,5,7,69,2000,Gable,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,No,Rec,415,418,833,Ex,Y,SBrkr,833,0,0,1,0,2,Gd,0,Detchd,68.0,Unf,326,Y,0,0,0,0,8,2006,WD,Normal,117000,3332
20,RL,93.0,12085,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,8,5,16,2007,Hip,VinylSd,VinylSd,Stone,328.0,Gd,TA,PConc,Ex,No,GLQ,1004,730,1734,Ex,Y,SBrkr,1734,0,1,2,0,3,Ex,1,Attchd,16.0,RFn,928,Y,0,0,0,0,11,2007,New,Partial,318000,12138
80,RL,69.0,7750,Pave,Reg,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,SLvl,8,5,21,2002,Hip,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,No,GLQ,353,55,408,Ex,Y,SBrkr,779,640,1,2,1,3,Gd,1,BuiltIn,21.0,Fin,527,Y,120,0,0,0,3,2009,WD,Normal,184100,9933
20,RL,57.0,9764,Pave,IR1,Lvl,FR2,Gtl,Sawyer,Feedr,1Fam,1Story,5,7,56,2003,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,No,BLQ,702,192,894,Ex,Y,SBrkr,894,0,1,1,0,3,Gd,0,Attchd,56.0,RFn,450,Y,0,0,0,0,5,2008,WD,Normal,130000,4470
80,RL,85.0,13825,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,SLvl,5,6,65,1987,Gable,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,No,Unf,0,533,533,TA,Y,SBrkr,1021,580,0,1,0,3,TA,0,BuiltIn,65.0,RFn,300,Y,280,34,0,0,12,2008,WD,Normal,140000,9606
20,RL,70.0,7560,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,5,64,1959,Gable,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,No,LwQ,369,671,1040,TA,Y,FuseA,1040,0,0,1,0,3,TA,0,Attchd,64.0,RFn,286,Y,140,0,252,0,7,2006,WD,Normal,133700,6240
30,RM,59.0,8263,Pave,Reg,Bnk,Inside,Mod,IDOTRR,Norm,1Fam,1Story,6,5,103,1950,Gable,BrkFace,BrkFace,None,0.0,TA,TA,BrkTil,TA,No,Unf,0,1012,1012,TA,Y,FuseA,1012,0,0,1,0,2,TA,1,Detchd,103.0,Unf,308,Y,0,22,112,0,5,2007,WD,Normal,118400,6072
20,RL,84.0,10084,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,18,2006,Gable,VinylSd,VinylSd,BrkFace,196.0,Gd,TA,PConc,Gd,Av,GLQ,24,1528,1552,Ex,Y,SBrkr,1552,0,0,2,0,3,Gd,0,Attchd,18.0,RFn,782,Y,144,20,0,0,7,2006,New,Partial,212900,10864
20,RL,69.0,8926,Pave,IR1,Lvl,Corner,Gtl,Edwards,Norm,1Fam,1Story,4,3,67,1956,Gable,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,No,Unf,0,672,672,Ex,Y,FuseA,960,0,0,1,0,3,TA,0,Basment,67.0,Unf,288,Y,64,0,0,160,10,2009,COD,Abnorml,112000,4800
20,RL,50.0,9405,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,5,9,76,2008,Hip,VinylSd,VinylSd,None,0.0,TA,Ex,CBlock,TA,No,Unf,0,698,698,Ex,Y,SBrkr,698,0,0,1,0,2,TA,0,No Garage,0.0,No Garage,0,Y,0,200,0,0,6,2009,WD,Normal,118000,2792
80,RL,69.0,9125,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,SLvl,7,5,31,1992,Gable,HdBoard,HdBoard,BrkFace,170.0,TA,TA,PConc,Gd,No,Unf,0,384,384,Gd,Y,SBrkr,812,670,0,2,1,3,Gd,1,Attchd,31.0,Fin,392,Y,100,25,0,0,7,2007,WD,Normal,163900,10374
20,RL,60.0,10434,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,4,5,68,1955,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,No,Unf,0,1005,1005,TA,Y,SBrkr,1005,0,0,1,0,2,Fa,1,Detchd,46.0,Unf,672,Y,0,0,0,0,11,2009,WD,Normal,115000,5025
120,RL,53.0,3684,Pave,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,7,5,16,2007,Hip,VinylSd,VinylSd,BrkFace,130.0,Gd,TA,PConc,Gd,No,Unf,0,1373,1373,Ex,Y,SBrkr,1555,0,0,2,0,2,Gd,1,Attchd,16.0,Fin,660,Y,143,20,0,0,6,2009,WD,Normal,174000,10885
20,RL,182.0,14572,Pave,IR3,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,1Story,7,5,19,2004,Hip,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Av,GLQ,1300,230,1530,Ex,Y,SBrkr,1530,0,1,2,0,3,Gd,1,Attchd,19.0,Fin,630,Y,144,36,0,0,11,2007,WD,Family,259000,10710
60,RL,59.0,11796,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,7,5,19,2005,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Av,Unf,0,847,847,Ex,Y,SBrkr,847,1112,0,2,1,4,Gd,1,BuiltIn,19.0,Fin,434,Y,100,48,0,0,7,2007,WD,Normal,215000,15672
90,RM,60.0,7200,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Duplex,SFoyer,5,5,43,1980,Gable,MetalSd,MetalSd,BrkFace,180.0,TA,TA,CBlock,Gd,Gd,GLQ,936,0,936,TA,Y,SBrkr,936,0,1,1,0,2,TA,0,Detchd,43.0,Unf,672,Y,49,0,0,0,8,2007,WD,Normal,140000,3744
50,RL,65.0,7804,Pave,Reg,Lvl,Inside,Gtl,SWISU,Norm,1Fam,1.5Fin,4,3,95,1950,Gable,WdShing,Plywood,None,0.0,TA,TA,BrkTil,TA,No,BLQ,622,500,1122,TA,Y,SBrkr,1328,653,1,2,0,4,Gd,2,Detchd,42.0,Unf,576,Y,431,44,0,0,12,2009,WD,Normal,135000,13867
20,RL,63.0,10712,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Norm,1Fam,1Story,5,5,32,1992,Gable,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,Mn,BLQ,212,762,974,TA,Y,SBrkr,974,0,0,1,0,3,TA,0,No Garage,0.0,No Garage,0,Y,0,28,0,0,9,2007,Oth,Abnorml,93500,4870
70,RM,90.0,9900,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2Story,6,4,143,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Mn,Unf,0,1008,1008,TA,Y,SBrkr,1178,1032,0,2,0,5,Fa,0,Detchd,93.0,Unf,205,N,0,48,0,0,5,2007,WD,Normal,117500,17680
60,RL,80.0,9828,Pave,IR1,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,8,5,28,1995,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,No,GLQ,584,544,1128,Ex,Y,SBrkr,1142,878,0,2,1,3,Gd,1,Attchd,28.0,RFn,466,Y,0,155,0,0,6,2009,WD,Normal,239500,16160
60,RL,57.0,8773,Pave,IR1,HLS,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,5,26,1997,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,Av,Unf,0,916,916,Gd,Y,SBrkr,916,684,0,2,1,3,TA,1,Attchd,26.0,Fin,460,Y,100,38,0,0,8,2007,WD,Normal,169000,11200
30,RM,60.0,6180,Pave,Reg,Lvl,Corner,Gtl,BrkSide,Norm,1Fam,1Story,6,5,97,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,No,Unf,0,960,960,TA,N,SBrkr,986,0,0,1,0,2,TA,1,Detchd,97.0,Unf,180,Y,0,128,0,0,5,2007,WD,Normal,102000,4930
50,RL,80.0,9600,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1.5Fin,6,5,73,1950,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,No,BLQ,280,752,1032,TA,Y,FuseA,1032,220,0,1,0,3,TA,0,Attchd,73.0,Unf,288,Y,0,0,96,0,4,2008,WD,Abnorml,119000,7512
50,RL,54.0,6342,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Feedr,1Fam,1.5Fin,5,8,148,1996,Gable,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,No,Unf,0,780,780,Gd,N,SBrkr,780,240,0,1,0,2,TA,0,No Garage,0.0,No Garage,0,N,0,0,176,0,5,2010,WD,Normal,94000,6120
20,RL,69.0,9819,Pave,IR1,Lvl,Inside,Mod,Mitchel,Norm,1Fam,1Story,6,5,46,1977,Gable,Plywood,ImStucc,None,0.0,TA,TA,PConc,TA,Gd,ALQ,1567,0,1567,TA,Y,SBrkr,1567,0,1,2,0,2,Gd,2,Attchd,46.0,RFn,714,Y,264,32,0,0,5,2009,WD,Normal,196000,7835
