,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,MoSold,YrSold,SaleType,SaleCondition,SalePrice,RoomsAndArea
1168,70,RL,120.0,13728,Pave,Reg,Lvl,Corner,Gtl,Edwards,Norm,1Fam,2Story,6,7,88,1986,Hip,Stucco,Stucco,None,0.0,TA,TA,CBlock,TA,No,Rec,626,501,1127,Ex,Y,SBrkr,1236,872,0,2,0,4,Gd,2,Basment,88.0,Unf,540,Y,0,0,0,90,7,2008,WD,Normal,235000,14756
1169,60,RL,118.0,35760,Pave,IR1,Lvl,CulDSac,Gtl,NoRidge,Norm,1Fam,2Story,10,5,28,1996,Hip,HdBoard,HdBoard,BrkFace,1378.0,Gd,Gd,PConc,Ex,Gd,GLQ,1387,543,1930,Ex,Y,SBrkr,1831,1796,1,3,1,4,Gd,1,Attchd,28.0,Fin,807,Y,361,76,0,0,7,2006,WD,Normal,625000,36270
1170,80,RL,76.0,9880,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Norm,1Fam,SLvl,6,6,46,1977,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,Av,ALQ,522,574,1096,TA,Y,SBrkr,1118,0,1,1,0,3,TA,1,Attchd,46.0,Fin,358,Y,203,0,0,0,7,2008,WD,Normal,171000,6708
1171,20,RL,76.0,9120,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,6,65,1958,Hip,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,No,ALQ,662,599,1261,Ex,Y,SBrkr,1261,0,1,1,0,3,TA,1,Attchd,65.0,RFn,433,Y,0,0,0,288,11,2008,WD,Normal,163000,7566
1172,160,FV,35.0,4017,Pave,IR1,Lvl,Inside,Gtl,Somerst,Norm,TwnhsE,2Story,7,5,17,2007,Gable,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,No,Unf,0,625,625,Ex,Y,SBrkr,625,625,0,2,1,2,Gd,0,Detchd,17.0,Fin,625,Y,0,54,0,0,3,2008,WD,Normal,171900,6250
1173,50,RL,138.0,18030,Pave,IR1,Bnk,Inside,Gtl,ClearCr,Norm,1Fam,1.5Fin,5,6,77,1994,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,No,Rec,152,977,1598,TA,Y,SBrkr,1636,971,0,3,0,3,Ex,1,No Garage,0.0,No Garage,0,Y,122,0,0,0,3,2007,WD,Normal,200500,37032
1174,70,RL,80.0,16560,Pave,IR1,Lvl,Inside,Gtl,Crawfor,Norm,1Fam,2Story,6,8,91,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,No,Rec,503,449,952,TA,Y,SBrkr,1170,1175,0,2,1,4,TA,1,Detchd,91.0,Unf,360,Y,0,0,0,0,7,2006,WD,Normal,239000,21105
1175,50,RL,85.0,10678,Pave,Reg,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,1.5Fin,8,5,31,2000,Hip,HdBoard,HdBoard,BrkFace,337.0,Gd,TA,PConc,Gd,No,GLQ,700,983,1683,Ex,Y,SBrkr,2129,743,0,2,1,4,Gd,1,Attchd,31.0,Fin,541,Y,0,33,0,0,4,2007,WD,Normal,285000,25848
1176,20,RL,37.0,6951,Pave,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,1Fam,1Story,5,5,39,1985,Gable,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,No,ALQ,658,218,876,TA,Y,SBrkr,923,0,1,1,0,3,TA,0,Attchd,39.0,Unf,264,Y,362,0,0,0,10,2008,WD,Normal,119500,4615
1177,50,RM,69.0,3950,Pave,Reg,Bnk,Inside,Gtl,OldTown,Artery,1Fam,1.5Fin,6,8,97,2004,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,No,Rec,468,350,818,TA,Y,SBrkr,818,406,0,1,0,3,TA,0,Detchd,97.0,Unf,210,N,0,0,116,0,12,2009,WD,Normal,115000,6120
1178,50,RL,54.0,7681,Pave,IR1,Lvl,FR2,Gtl,Crawfor,Norm,1Fam,1.5Fin,5,6,102,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,No,Unf,0,731,731,Ex,Y,SBrkr,820,523,0,1,1,3,TA,1,Detchd,102.0,Unf,186,Y,192,0,102,0,7,2009,WD,Normal,154900,9401
1179,20,RL,77.0,8335,Pave,Reg,Lvl,Corner,Gtl,Edwards,Norm,1Fam,1Story,5,5,69,1954,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,Slab,TA,No,Unf,0,0,0,Gd,Y,SBrkr,1124,0,0,1,0,3,TA,1,No Garage,0.0,No Garage,0,N,0,36,190,0,4,2006,WD,Normal,93000,5620
1180,60,RL,69.0,11170,Pave,IR2,Lvl,Corner,Gtl,Timber,Norm,1Fam,2Story,7,5,33,1991,Gable,MetalSd,MetalSd,None,0.0,TA,TA,Wood,Gd,No,LwQ,1216,0,1216,Ex,Y,SBrkr,1298,1216,0,2,1,4,TA,0,Attchd,33.0,Fin,693,Y,0,0,0,0,4,2006,WD,Normal,250000,20112
1181,120,RM,64.0,5587,Pave,IR1,HLS,Inside,Mod,Crawfor,Norm,TwnhsE,1Story,8,5,15,2008,Hip,CemntBd,CmentBd,Stone,186.0,Ex,TA,PConc,Ex,Gd,GLQ,1480,120,1600,Ex,Y,SBrkr,1652,0,1,2,0,2,Gd,1,Attchd,15.0,Fin,482,Y,162,53,0,0,11,2008,New,Partial,392500,8260
1182,60,RL,160.0,15623,Pave,IR1,Lvl,Corner,Gtl,NoRidge,Norm,1Fam,2Story,10,5,27,1996,Hip,Wd Sdng,ImStucc,None,0.0,Gd,TA,PConc,Ex,Av,GLQ,2096,300,2396,Ex,Y,SBrkr,2411,2065,1,3,1,4,Ex,2,Attchd,27.0,Fin,813,Y,171,78,0,0,7,2007,WD,Abnorml,745000,44760
1183,30,RL,60.0,10800,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,5,6,103,1950,Hip,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,No,Rec,821,299,1120,Ex,Y,SBrkr,1130,0,1,1,0,2,TA,1,Detchd,53.0,Unf,720,Y,229,0,0,0,6,2006,WD,Normal,120000,5650
1184,20,RL,50.0,35133,Grvl,Reg,Lvl,Inside,Mod,Timber,Norm,1Fam,1Story,5,4,60,1963,Hip,MetalSd,MetalSd,BrkFace,226.0,TA,TA,CBlock,TA,Gd,Rec,1159,413,1572,Gd,Y,SBrkr,1572,0,1,1,1,3,TA,2,2Types,60.0,RFn,995,Y,0,263,0,263,5,2007,WD,Normal,186700,7860
1185,50,RL,60.0,9738,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,5,7,99,1950,Gable,AsbShng,AsbShng,None,0.0,TA,Gd,BrkTil,TA,No,BLQ,392,392,784,Gd,Y,SBrkr,949,272,1,1,0,4,TA,0,Attchd,58.0,Unf,392,Y,0,0,236,0,3,2006,WD,Normal,104900,8547
1186,190,RL,107.0,10615,Pave,IR1,Bnk,Corner,Mod,OldTown,Artery,2fmCon,2Story,3,5,123,1970,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Fa,Mn,BLQ,440,538,978,TA,Y,SBrkr,1014,685,1,2,0,3,TA,0,CarPort,103.0,Unf,420,Y,0,74,0,0,8,2009,WD,Abnorml,95000,11893
1187,20,RL,89.0,12461,Pave,Reg,Lvl,Corner,Gtl,NoRidge,Norm,1Fam,1Story,8,5,29,1995,Gable,ImStucc,ImStucc,None,0.0,Gd,TA,PConc,Gd,No,GLQ,1456,168,1624,Ex,Y,SBrkr,1624,0,1,2,0,2,Gd,1,Attchd,29.0,RFn,757,Y,0,114,192,0,7,2006,WD,Normal,262000,8120
1188,60,RL,68.0,8935,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,5,21,2002,Gable,VinylSd,VinylSd,BrkFace,95.0,Gd,TA,PConc,Gd,No,Unf,0,831,831,Ex,Y,SBrkr,831,829,0,2,1,3,Gd,0,Attchd,21.0,RFn,493,Y,144,68,0,0,7,2009,WD,Normal,195000,11620
1189,60,RL,60.0,7500,Pave,Reg,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,7,5,24,1999,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,No,Unf,0,994,994,Gd,Y,SBrkr,1028,776,0,2,1,3,Gd,1,Attchd,24.0,Fin,442,Y,140,60,0,0,6,2010,WD,Normal,189000,12628
1190,190,RL,69.0,32463,Pave,Reg,Low,Inside,Mod,Mitchel,Norm,2fmCon,1Story,4,4,62,1975,Gable,MetalSd,MetalSd,Stone,149.0,TA,Gd,CBlock,TA,Av,BLQ,1159,90,1249,Ex,Y,SBrkr,1622,0,1,1,0,3,TA,1,2Types,48.0,Fin,1356,Y,439,0,0,0,3,2007,WD,Normal,168000,11354
1191,160,FV,24.0,2645,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Twnhs,2Story,8,5,24,2000,Gable,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,No,Unf,0,776,776,Ex,Y,SBrkr,764,677,0,2,1,2,Gd,0,Detchd,24.0,Unf,492,Y,206,0,0,0,11,2007,WD,Normal,174000,7205
1192,50,RM,60.0,9600,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,5,8,98,1994,Gambrel,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,Mn,Unf,0,702,702,Gd,Y,SBrkr,842,630,0,1,0,3,Gd,0,Detchd,98.0,Unf,250,P,0,0,84,0,7,2007,WD,Normal,125000,8832
1193,120,RM,69.0,4500,Pave,Reg,Lvl,FR2,Gtl,Mitchel,Norm,TwnhsE,1Story,6,5,24,1999,Hip,VinylSd,VinylSd,BrkFace,425.0,TA,TA,PConc,Ex,No,GLQ,883,341,1224,Ex,Y,SBrkr,1224,0,1,2,0,2,TA,0,Attchd,24.0,Fin,402,Y,0,304,0,0,6,2009,WD,Normal,165000,6120
1194,60,RL,80.0,9364,Pave,Reg,Lvl,Corner,Gtl,Sawyer,Norm,1Fam,2Story,6,7,54,1969,Gable,HdBoard,HdBoard,Stone,143.0,TA,TA,CBlock,TA,No,ALQ,371,292,663,TA,Y,SBrkr,663,689,0,1,1,4,TA,0,Attchd,54.0,Fin,299,Y,379,36,0,0,3,2010,WD,Normal,158000,9464
1195,60,RL,51.0,8029,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,5,18,2005,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,No,Unf,0,728,728,Ex,Y,SBrkr,728,728,0,2,1,3,Gd,0,Attchd,18.0,Fin,400,Y,100,24,0,0,7,2008,WD,Normal,176000,11648
1196,60,RL,58.0,14054,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,7,5,17,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Av,Unf,0,879,879,Ex,Y,SBrkr,879,984,0,2,1,4,Gd,1,BuiltIn,17.0,Fin,660,Y,100,17,0,0,11,2006,New,Partial,219210,16767
1197,75,RM,65.0,8850,Pave,IR1,Bnk,Corner,Gtl,OldTown,Norm,1Fam,2.5Unf,7,6,107,1950,Gable,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,No,Unf,0,815,815,Ex,Y,SBrkr,815,875,0,1,0,3,TA,1,Detchd,107.0,Unf,225,Y,0,0,330,0,7,2006,ConLw,Normal,144000,11830
1198,20,RL,70.0,9100,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,22,2001,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,No,Unf,0,1212,1212,Ex,Y,SBrkr,1212,0,0,2,0,3,Gd,0,Attchd,22.0,RFn,573,Y,356,0,0,0,6,2009,WD,Normal,178000,7272
1199,20,RL,75.0,11235,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,4,5,60,1979,Gable,HdBoard,HdBoard,BrkFace,51.0,TA,TA,CBlock,TA,No,Rec,547,504,1051,Gd,Y,SBrkr,1382,0,0,1,1,3,TA,1,Attchd,49.0,Unf,459,Y,0,82,0,0,10,2006,WD,Normal,148000,8292
1200,20,RL,71.0,9353,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,4,5,53,1970,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,No,Unf,0,864,864,Gd,Y,SBrkr,864,0,0,1,0,3,TA,0,Attchd,51.0,Unf,280,Y,0,0,0,0,7,2006,Oth,Abnorml,116050,4320
1201,60,RL,80.0,10400,Pave,Reg,Lvl,Corner,Gtl,CollgCr,Norm,1Fam,2Story,7,5,25,1998,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,Av,Unf,0,866,866,Ex,Y,SBrkr,866,913,0,2,1,3,Gd,0,Attchd,25.0,RFn,546,Y,198,36,0,0,3,2009,WD,Normal,197900,10674
1202,50,RM,50.0,6000,Pave,Reg,Lvl,Corner,Gtl,BrkSide,Norm,1Fam,1.5Fin,5,8,98,1997,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,No,Unf,0,884,884,Ex,Y,SBrkr,884,464,1,1,0,3,TA,1,Detchd,63.0,Unf,216,N,0,0,208,0,5,2009,WD,Normal,117000,6740
1203,20,RL,75.0,9750,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,23,2001,Gable,VinylSd,VinylSd,BrkFace,171.0,Gd,TA,PConc,Gd,No,Unf,0,1630,1630,Ex,Y,SBrkr,1630,0,0,2,0,3,Gd,1,Attchd,23.0,Unf,451,Y,74,234,0,0,10,2009,WD,Normal,213000,9780
1204,20,RL,78.0,10140,Pave,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,5,6,48,1975,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,No,ALQ,788,268,1056,Ex,Y,SBrkr,1074,0,1,1,1,3,TA,0,Attchd,48.0,RFn,495,Y,0,88,0,0,7,2006,WD,Normal,153500,6444
1205,20,RL,90.0,14684,Pave,IR1,Lvl,CulDSac,Gtl,SawyerW,Norm,1Fam,1Story,7,7,33,1991,Hip,HdBoard,HdBoard,BrkFace,234.0,Gd,TA,CBlock,Gd,Mn,ALQ,485,1496,2158,Gd,Y,SBrkr,2196,0,0,2,0,3,Gd,1,Attchd,33.0,RFn,701,Y,84,70,0,0,6,2009,WD,Normal,271900,15372
1206,20,RH,69.0,8900,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,1Story,4,4,57,1966,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,No,Rec,1056,0,1056,TA,Y,SBrkr,1056,0,1,1,0,2,TA,0,Detchd,57.0,Unf,384,Y,0,42,0,0,11,2006,WD,Normal,107000,5280
1207,20,RL,70.0,9135,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,6,5,20,2003,Gable,VinylSd,VinylSd,BrkFace,120.0,Gd,TA,PConc,Gd,Av,GLQ,340,1342,1682,Ex,Y,SBrkr,1700,0,1,2,0,3,Gd,0,Attchd,20.0,RFn,544,Y,192,23,0,0,5,2006,WD,Normal,200000,11900
1208,20,RL,70.0,7763,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,61,1980,Gable,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,No,Rec,504,319,931,TA,Y,SBrkr,1283,0,1,1,0,3,TA,0,Detchd,43.0,Unf,506,Y,0,0,0,0,10,2008,WD,Normal,140000,7698
1209,20,RL,85.0,10182,Pave,IR1,Lvl,CulDSac,Gtl,Somerst,RRNn,1Fam,1Story,8,5,17,2006,Hip,VinylSd,VinylSd,Stone,420.0,Gd,TA,PConc,Ex,Mn,GLQ,1220,440,1660,Ex,Y,SBrkr,1660,0,1,2,0,3,Gd,1,Attchd,17.0,RFn,500,Y,322,50,0,0,5,2006,New,Partial,290000,13280
1210,60,RL,70.0,11218,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,6,5,31,1992,Gable,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,Gd,No,Unf,0,1055,1055,Ex,Y,SBrkr,1055,790,0,2,1,3,Gd,1,Attchd,31.0,RFn,462,Y,635,104,0,0,5,2010,WD,Normal,189000,14760
1211,50,RL,152.0,12134,Pave,IR1,Bnk,Inside,Mod,Gilbert,Norm,1Fam,1.5Fin,8,7,35,2005,Gable,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,Wood,Gd,Av,GLQ,427,132,559,Gd,Y,SBrkr,1080,672,0,2,0,4,TA,0,Basment,35.0,RFn,492,Y,325,12,0,0,6,2010,WD,Normal,164000,14016
1212,30,RL,50.0,9340,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,4,6,82,1950,Hip,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,No,Rec,344,328,672,TA,Y,SBrkr,672,0,1,1,0,2,TA,0,Attchd,82.0,Unf,234,N,0,113,0,0,8,2009,WD,Normal,113000,2688
1213,80,RL,69.0,10246,Pave,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,1Fam,SLvl,4,9,58,2001,Gable,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,Av,GLQ,648,0,648,Ex,Y,SBrkr,960,0,1,0,0,0,TA,0,Attchd,58.0,Unf,364,Y,88,0,0,0,5,2006,WD,Normal,145000,2880
1214,85,RL,69.0,10205,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,SFoyer,5,5,61,1962,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,Av,BLQ,784,141,925,TA,Y,SBrkr,999,0,1,1,0,3,TA,0,Attchd,61.0,Unf,300,Y,150,72,0,0,5,2006,WD,Normal,134500,5994
1215,20,RL,99.0,7094,Pave,IR1,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,5,57,1966,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,No,Rec,180,340,894,TA,Y,SBrkr,894,0,0,1,0,3,TA,0,Detchd,57.0,RFn,384,Y,0,0,0,0,5,2007,WD,Normal,125000,4470
1216,90,RM,68.0,8930,Pave,Reg,Lvl,Inside,Gtl,Sawyer,RRAe,Duplex,1.5Fin,6,5,45,1978,Gable,VinylSd,VinylSd,None,0.0,TA,TA,Slab,TA,No,Unf,0,0,0,TA,Y,SBrkr,1318,584,0,2,0,4,TA,0,Attchd,45.0,Unf,539,Y,0,0,0,0,4,2010,WD,Normal,112000,15216
1217,20,FV,72.0,8640,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,8,5,14,2009,Gable,CemntBd,CmentBd,Stone,72.0,Gd,TA,PConc,Gd,Mn,GLQ,936,364,1300,Ex,Y,SBrkr,1314,0,1,2,0,3,Gd,0,Attchd,14.0,RFn,552,Y,135,112,0,0,9,2009,New,Partial,229456,7884
1218,50,RM,52.0,6240,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,4,5,76,1950,Gable,AsbShng,AsbShng,None,0.0,TA,TA,Slab,TA,No,Unf,0,0,0,Gd,N,SBrkr,672,240,0,1,0,2,TA,0,No Garage,0.0,No Garage,0,N,0,0,0,0,7,2006,WD,Normal,80500,2736
1219,160,RM,21.0,1680,Pave,Reg,Lvl,Inside,Gtl,BrDale,Norm,Twnhs,2Story,6,5,52,1971,Gable,CemntBd,CmentBd,BrkFace,236.0,TA,TA,CBlock,TA,No,Unf,0,672,672,TA,Y,SBrkr,672,546,0,1,1,3,TA,0,No Garage,0.0,No Garage,0,N,201,0,0,0,4,2006,WD,Abnorml,91500,8526
1220,20,RL,66.0,7800,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,5,59,1964,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,No,Rec,312,0,912,TA,Y,SBrkr,912,0,0,1,0,2,TA,0,Attchd,59.0,Unf,288,Y,0,0,0,0,11,2006,WD,Abnorml,115000,4560
1221,20,RL,55.0,8250,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Feedr,1Fam,1Story,5,5,55,1968,Hip,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,No,BLQ,250,210,952,Ex,Y,SBrkr,1211,0,0,1,0,3,TA,1,Attchd,55.0,Unf,322,Y,0,63,0,0,8,2008,WD,Normal,134000,6055
1222,50,RL,78.0,10496,Pave,Reg,Lvl,Inside,Gtl,NAmes,Artery,1Fam,1.5Fin,6,6,74,1950,Gable,Wd Sdng,Wd Sdng,BrkFace,320.0,TA,TA,CBlock,TA,Mn,Rec,196,844,1040,Ex,Y,SBrkr,1168,678,0,2,0,3,TA,1,Attchd,74.0,Unf,315,Y,0,0,0,0,1,2007,WD,Normal,143000,12922
1223,20,RL,89.0,10680,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,3,72,1951,Hip,Wd Sdng,Wd Sdng,BrkFace,44.0,TA,TA,CBlock,TA,No,LwQ,756,1380,2136,TA,N,FuseA,2136,0,0,2,0,4,TA,0,Detchd,72.0,Unf,528,Y,0,30,0,0,10,2006,WD,Normal,137900,14952
1224,60,RL,60.0,15384,Pave,IR1,Lvl,Inside,Gtl,Gilbert,RRAn,1Fam,2Story,7,5,19,2005,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Av,GLQ,724,64,788,Ex,Y,SBrkr,788,702,1,2,1,3,Gd,1,Attchd,19.0,Fin,388,Y,100,75,0,0,2,2008,WD,Normal,184000,11920
1225,80,RL,65.0,10482,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,SLvl,6,8,65,1958,Hip,VinylSd,VinylSd,BrkFace,63.0,TA,Gd,CBlock,TA,Av,GLQ,507,81,588,Ex,Y,SBrkr,1138,0,0,1,0,3,TA,0,Attchd,65.0,RFn,264,Y,224,0,0,0,6,2007,WD,Normal,145000,6828
1226,60,RL,86.0,14598,Pave,IR1,Lvl,CulDSac,Gtl,Somerst,Feedr,1Fam,2Story,6,5,16,2007,Gable,VinylSd,VinylSd,Stone,74.0,Gd,TA,PConc,Gd,Mn,Unf,0,894,894,Ex,Y,SBrkr,894,1039,0,2,1,4,Gd,1,BuiltIn,16.0,Fin,668,Y,100,18,0,0,1,2008,WD,Normal,214000,17397
1227,20,RL,72.0,8872,Pave,Reg,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,5,8,58,2008,Gable,VinylSd,VinylSd,BrkFace,300.0,TA,TA,CBlock,TA,No,ALQ,595,317,912,Ex,Y,SBrkr,912,0,1,1,0,2,Gd,0,Detchd,31.0,Unf,576,Y,0,240,0,0,12,2008,WD,Normal,147000,4560
1228,120,RL,65.0,8769,Pave,Reg,Lvl,Corner,Gtl,NridgHt,Norm,TwnhsE,1Story,9,5,15,2008,Hip,MetalSd,MetalSd,BrkFace,766.0,Ex,TA,PConc,Ex,No,GLQ,1540,162,1702,Ex,Y,SBrkr,1702,0,1,1,1,1,Ex,1,Attchd,15.0,Fin,1052,Y,0,72,0,224,10,2008,New,Partial,367294,11914
1229,80,RL,70.0,7910,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,SLvl,5,5,63,1960,Hip,BrkFace,HdBoard,None,0.0,TA,TA,CBlock,TA,No,ALQ,666,409,1075,Gd,Y,SBrkr,1507,0,0,2,0,4,TA,0,Basment,63.0,Unf,404,Y,0,0,0,0,8,2008,WD,Normal,127000,10549
1230,90,RL,69.0,18890,Pave,IR1,Lvl,Inside,Gtl,Sawyer,Feedr,Duplex,1.5Fin,5,5,46,1977,Shed,Plywood,Plywood,None,1.0,TA,TA,CBlock,Gd,No,GLQ,498,652,1361,Ex,Y,SBrkr,1361,1259,0,2,2,4,TA,1,BuiltIn,46.0,RFn,600,N,155,24,145,0,8,2007,WD,Normal,190000,31440
1231,90,RL,70.0,7728,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Duplex,SLvl,5,6,61,1962,Hip,Wd Sdng,Wd Sdng,BrkFace,120.0,TA,TA,CBlock,TA,Av,ALQ,803,303,1106,TA,Y,SBrkr,1190,0,1,1,0,3,TA,0,Attchd,61.0,Unf,540,Y,0,18,0,0,5,2006,WD,Normal,132500,7140
1232,90,RL,70.0,9842,Pave,Reg,Lvl,FR2,Gtl,NAmes,Norm,Duplex,1Story,4,5,61,1962,Gable,HdBoard,HdBoard,None,0.0,TA,TA,Slab,TA,No,Unf,0,0,0,TA,Y,SBrkr,1224,0,0,2,0,2,TA,0,CarPort,61.0,Unf,462,Y,0,0,0,0,3,2007,WD,Normal,101800,7344
1233,20,RL,69.0,12160,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,5,64,1959,Hip,Plywood,Plywood,BrkFace,180.0,TA,TA,CBlock,TA,No,Rec,1000,188,1188,Fa,Y,SBrkr,1188,0,1,1,0,3,TA,0,Attchd,64.0,RFn,531,Y,0,0,0,0,5,2010,COD,Abnorml,142000,7128
1234,70,RH,55.0,8525,Pave,Reg,Bnk,Inside,Gtl,SWISU,Norm,1Fam,2Story,5,6,112,1950,Gable,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,Av,Unf,0,940,940,TA,N,FuseA,1024,940,0,1,1,4,TA,0,No Garage,0.0,No Garage,0,N,0,192,0,0,11,2008,WD,Abnorml,130000,13748
1235,70,RL,96.0,13132,Pave,Reg,Lvl,Inside,Gtl,Crawfor,Norm,1Fam,2Story,5,5,109,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,Mn,Unf,0,747,747,Gd,Y,FuseF,892,892,0,1,1,4,TA,0,Detchd,109.0,Unf,180,N,203,40,0,0,7,2006,WD,Normal,138887,16056
1236,160,RL,36.0,2628,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Twnhs,2Story,7,5,20,2003,Gable,VinylSd,Wd Shng,Stone,106.0,Gd,TA,PConc,Gd,No,Unf,0,764,764,Ex,Y,SBrkr,764,862,0,2,1,2,Gd,0,BuiltIn,20.0,RFn,474,Y,0,27,0,0,6,2010,WD,Normal,175500,9756
1237,60,RL,41.0,12393,Pave,IR2,Lvl,FR2,Gtl,CollgCr,Norm,1Fam,2Story,7,5,19,2005,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,No,Unf,0,847,847,Ex,Y,SBrkr,847,1101,0,2,1,4,Gd,1,BuiltIn,19.0,Fin,434,Y,100,48,0,0,9,2006,WD,Normal,195000,15584
